"SalePrice","YearRemodAdd","GarageArea","GrLivArea","BsmtUnfSF","MoSold","OverallCond","HeatingQC","BsmtCond","GarageFinish","RoofMatl","ExterCond","RoofStyle"
140000,1965,461,1214,420,4,7,"Ex","TA","Unf","CompShg","TA","Hip"
289000,1997,484,1801,254,3,8,"TA","TA","Fin","CompShg","TA","Gable"
124500,1952,400,1960,960,7,5,"Gd","TA","Unf","CompShg","TA","Hip"
215000,1994,471,1911,397,9,5,"Ex","TA","RFn","CompShg","TA","Gable"
161000,2005,360,1378,548,10,9,"Ex","TA","Unf","CompShg","Other","Other"
124500,1959,270,1041,50,7,6,"Ex","TA","RFn","CompShg","TA","Gable"
164900,2000,288,1363,178,6,7,"Ex","TA","Unf","CompShg","TA","Hip"
129900,1958,624,864,169,7,5,"TA","TA","Unf","CompShg","TA","Gable"
134000,1983,484,1080,748,6,5,"TA","TA","Unf","CompShg","Gd","Gable"
158000,1972,583,2119,689,8,6,"TA","TA","RFn","CompShg","TA","Gable"
265000,1997,889,2344,1264,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
234000,2004,282,2080,1276,6,9,"Ex","TA","Unf","CompShg","TA","Other"
150000,1957,336,1244,467,5,6,"Ex","TA","Unf","CompShg","TA","Gable"
159000,1950,420,1664,605,10,7,"Ex","TA","Unf","CompShg","Gd","Gable"
184750,2008,884,4676,878,10,5,"Ex","TA","Fin","CompShg","TA","Hip"
132000,2000,252,928,551,6,7,"TA","TA","Unf","CompShg","TA","Hip"
446261,2008,858,2713,122,11,5,"Ex","TA","Fin","CompShg","TA","Hip"
175000,1989,600,1509,678,8,5,"Ex","TA","RFn","CompShg","TA","Gable"
107500,2007,392,827,0,4,7,"Ex",.,"Unf","CompShg","TA","Gable"
178000,2004,403,1414,707,10,5,"Ex","Gd","Fin","CompShg","TA","Gable"
188000,1999,527,1724,880,7,5,"Ex","TA","Fin","CompShg","TA","Gable"
111250,1972,576,864,264,4,5,"TA","TA","Unf","CompShg","TA","Hip"
158000,1968,336,1159,378,7,5,"TA","TA","Unf","CompShg","TA","Hip"
248000,2000,648,2285,969,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
133000,1998,367,767,0,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
179665,2006,426,1496,100,9,5,"Ex","Gd","RFn","CompShg","TA","Gable"
210000,1950,440,1635,765,5,7,"Ex","TA","Unf","CompShg","TA","Gable"
129500,1970,624,768,149,4,7,"Ex","TA","Unf","CompShg","Gd","Gable"
125000,1995,720,825,0,6,7,"TA","TA","RFn","CompShg","Gd","Gable"
263000,2004,615,2094,912,11,5,"Ex","TA","Fin","CompShg","TA","Gable"
140000,1977,440,1069,510,10,6,"TA","TA","RFn","CompShg","TA","Gable"
112500,1957,288,928,620,6,6,"Gd","TA","Fin","CompShg","TA","Hip"
255500,2006,908,1717,1709,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
108000,2003,520,1126,0,5,5,"Ex",.,"Fin","CompShg","TA","Gable"
113000,1950,280,1048,993,8,6,"TA","Other","Unf","CompShg","TA","Gable"
141000,1957,299,1092,197,5,5,"TA","TA","Fin","CompShg","TA","Gable"
108000,1950,570,1336,0,9,6,"Gd","TA","Unf","CompShg","TA","Gable"
234000,2004,420,1557,1374,10,5,"Ex","TA","Fin","CompShg","TA","Gable"
121500,1996,528,1392,90,5,6,"TA","TA","Unf","CompShg","TA","Hip"
170000,1975,418,1389,195,4,5,"Gd","TA","RFn","CompShg","TA","Gable"
185000,1950,396,1674,1163,7,7,"Ex","TA","Fin","CompShg","TA","Gable"
268000,2000,590,2295,367,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
325000,2007,656,2504,1122,6,5,"Ex","Gd","Fin","CompShg","TA","Hip"
214000,2004,532,1535,1515,3,5,"Ex","TA","RFn","CompShg","TA","Gable"
316600,2009,612,2132,55,9,8,"Ex","TA","Fin","CompShg","TA","Gable"
135960,1979,600,943,0,12,5,"TA","TA","Unf","CompShg","TA","Gable"
142600,1965,576,1728,1497,11,5,"TA","TA","Unf","CompShg","TA","Gable"
224500,2009,650,1692,846,7,5,"Gd","TA","RFn","CompShg","TA","Gable"
170000,2000,400,1430,384,12,5,"Ex","TA","RFn","CompShg","TA","Gable"
139000,2005,288,1109,23,12,7,"TA","TA","Unf","CompShg","TA","Other"
118500,1950,336,1216,390,10,5,"TA","TA","Unf","CompShg","TA","Gable"
164500,1966,564,1320,285,5,6,"Ex","TA","RFn","CompShg","TA","Gable"
146000,2007,540,1392,689,2,5,"Ex","TA","Unf","CompShg","TA","Gable"
131500,1954,352,1795,1050,11,5,"Ex","TA","Unf","CompShg","TA","Gable"
181900,1987,572,1429,331,6,6,"Ex","TA","Unf","CompShg","TA","Gable"
253293,2009,1390,2042,2042,8,5,"Ex","TA","RFn","CompShg","TA","Hip"
325000,2000,880,2775,1237,7,9,"Gd","TA","Unf","CompShg","Other","Gable"
133000,1995,240,1573,884,7,7,"Ex","TA","Unf","CompShg","TA","Gable"
369900,2006,880,2028,408,3,5,"Ex","TA","RFn","CompShg","TA","Hip"
130000,2000,275,838,0,5,7,"Ex","Gd","Fin","CompShg","Gd","Gable"
137000,1982,528,860,168,7,6,"TA","TA","Unf","CompShg","TA","Hip"
143000,2003,452,1473,113,6,8,"Ex","TA","Unf","Other","TA","Other"
79500,1960,308,935,742,8,6,"TA","TA","Unf","CompShg","TA","Gable"
185900,2004,520,1582,280,9,5,"Ex","TA","RFn","CompShg","TA","Gable"
451950,2008,842,2296,384,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
140000,2003,420,848,163,5,5,"Ex","TA","Fin","CompShg","TA","Gable"
110000,1975,280,924,924,4,6,"TA","TA","Unf","CompShg","TA","Hip"
319000,2006,758,1826,392,8,5,"Ex","TA","Fin","CompShg","TA","Gable"
114504,1993,216,1368,684,10,7,"Ex","TA","Unf","CompShg","TA","Gable"
217500,1977,621,1647,0,3,6,"Ex","TA","Fin","CompShg","TA","Gable"
151000,1980,452,1556,23,7,6,"TA","TA","Fin","CompShg","Gd","Gable"
275000,2005,736,1904,512,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
141000,1950,544,1375,780,12,6,"TA","TA","Unf","CompShg","Gd","Gable"
151000,2005,480,1200,600,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
221000,2002,530,1494,572,9,5,"Ex","TA","RFn","CompShg","TA","Gable"
205000,1990,486,1986,314,10,6,"TA","TA","Unf","CompShg","TA","Gable"
359100,1998,380,3194,537,9,6,"TA","TA","Unf","CompShg","TA","Gable"
313000,2000,736,2153,536,5,5,"Ex","TA","Fin","CompShg","TA","Hip"
148000,1978,564,1032,427,7,6,"TA","TA","Unf","CompShg","TA","Gable"
261500,2001,531,1872,309,11,5,"Ex","TA","RFn","CompShg","TA","Gable"
183200,2003,393,1509,326,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
314813,2007,774,1828,1774,7,5,"Ex","TA","Unf","CompShg","TA","Hip"
305000,2003,749,2262,611,8,5,"Ex","TA","Fin","CompShg","TA","Hip"
240000,1997,624,2614,384,6,7,"TA","TA","RFn","CompShg","TA","Gable"
135000,1977,484,980,420,7,6,"TA","TA","Unf","CompShg","TA","Gable"
168500,2000,440,1512,336,6,5,"Ex","TA","Unf","CompShg","TA","Gable"
139900,1978,286,1422,978,8,5,"TA","TA","RFn","CompShg","TA","Hip"
135000,1969,504,2080,390,9,5,"TA","TA","Unf","CompShg","TA","Gable"
168500,1964,520,1350,288,6,5,"TA","TA","RFn","Other","TA","Gable"
124000,1991,240,1750,636,6,6,"TA","Other","Unf","CompShg","TA","Gable"
209500,2006,627,1554,1530,8,5,"Ex","Gd","RFn","CompShg","TA","Gable"
82500,1977,544,1411,564,4,5,"TA","TA","Fin","CompShg","Gd","Hip"
144000,1980,576,1056,0,6,5,"Gd","TA","Unf","CompShg","TA","Gable"
93000,1954,256,1387,811,11,4,"TA","TA","Unf","CompShg","TA","Gable"
264561,2006,648,1567,366,10,5,"Ex","Gd","Fin","CompShg","TA","Hip"
274000,2004,588,1518,300,4,5,"Ex","TA","RFn","CompShg","TA","Hip"
226000,2001,650,1929,319,5,5,"Ex","TA","Fin","CompShg","TA","Gable"
345000,1995,538,2704,542,7,7,"Gd","TA","Fin","CompShg","TA","Gable"
152000,1969,462,1620,0,4,5,"Ex","TA","Fin","CompShg","TA","Other"
143250,1971,576,981,664,3,5,"TA","TA","Unf","CompShg","TA","Hip"
98300,1950,420,1048,0,7,5,"Gd",.,"Unf","CompShg","TA","Hip"
155000,1953,495,1094,594,6,5,"Ex","TA","RFn","CompShg","TA","Hip"
155000,1966,442,1839,756,6,5,"TA","TA","Unf","CompShg","TA","Gable"
135000,1995,216,1469,756,6,7,"Ex","TA","Unf","CompShg","TA","Gable"
350000,1995,839,2113,413,8,6,"Ex","TA","Fin","CompShg","Gd","Hip"
88000,1971,264,1092,525,3,5,"TA","TA","Unf","CompShg","TA","Gable"
145500,2006,312,1053,247,8,7,"Ex","TA","RFn","CompShg","TA","Gable"
149000,2000,270,1502,776,2,6,"TA","TA","RFn","CompShg","Other","Gable"
167000,1999,480,1486,849,3,7,"Ex","TA","Fin","CompShg","Gd","Hip"
197900,1976,550,1935,793,11,7,"TA","TA","RFn","CompShg","TA","Gable"
110000,1968,576,1392,1392,7,3,"Gd","Other","RFn","CompShg","TA","Hip"
137500,1972,588,1181,38,4,5,"TA","TA","RFn","CompShg","TA","Gable"
423000,2006,1134,2097,356,1,5,"Ex","TA","Fin","CompShg","TA","Gable"
168000,1987,576,1437,200,11,6,"Gd","TA","Unf","CompShg","TA","Gable"
103600,1950,300,1369,121,7,6,"TA","TA","Unf","CompShg","Gd","Other"
165000,1977,546,1208,441,6,6,"TA","TA","RFn","CompShg","TA","Gable"
148500,1978,440,1441,544,4,6,"TA","TA","Unf","CompShg","TA","Gable"
87000,1950,779,1774,1095,5,2,"Other","Other","Unf","CompShg","TA","Gable"
372500,2008,834,2046,2046,7,5,"Ex","TA","Fin","CompShg","TA","Hip"
128500,1961,572,988,161,10,5,"TA","TA","Unf","CompShg","TA","Hip"
143000,1980,264,923,261,5,5,"TA","TA","RFn","CompShg","TA","Gable"
159434,2000,281,1520,611,7,5,"Ex","TA","Unf","CompShg","TA","Gable"
173000,1997,431,1291,288,11,5,"Ex","TA","Unf","CompShg","TA","Gable"
285000,2002,702,1668,567,7,5,"Ex","TA","Fin","CompShg","TA","Hip"
221000,1998,486,1839,1195,6,5,"Gd","TA","Fin","CompShg","TA","Gable"
227875,2007,578,1761,874,8,6,"Ex","TA","Fin","CompShg","TA","Gable"
148800,2004,480,1102,312,3,5,"Ex","TA","Unf","CompShg","TA","Gable"
392000,2007,567,1419,474,10,6,"Ex","TA","RFn","CompShg","TA","Gable"
755000,1995,832,4316,989,1,6,"Ex","TA","Fin","Other","TA","Gable"
108480,1968,326,1073,1073,12,6,"Ex","TA","Unf","CompShg","TA","Gable"
141500,1950,576,1539,927,4,6,"TA","TA","Unf","CompShg","Other","Gable"
138500,2009,336,894,224,4,8,"Ex","TA","Unf","CompShg","Gd","Gable"
312500,2002,765,1800,526,5,5,"Ex","TA","Fin","CompShg","TA","Hip"
140000,1996,672,1812,360,5,9,"Gd","TA","Unf","CompShg","Gd","Gable"
213000,2005,606,1484,761,5,5,"Ex","TA","RFn","CompShg","TA","Gable"
179540,2007,400,1456,728,7,5,"Ex","TA","Fin","CompShg","TA","Hip"
102776,1950,384,1178,859,1,7,"Gd","TA","RFn","CompShg","TA","Gable"
129000,1970,576,960,171,5,5,"TA","TA","Unf","CompShg","TA","Gable"
165000,1974,478,1350,1064,8,5,"TA","TA","RFn","CompShg","TA","Hip"
159500,1998,704,2554,718,7,8,"Ex","TA","Unf","CompShg","Gd","Gable"
157000,2000,439,1178,92,11,6,"Gd","TA","Unf","CompShg","TA","Gable"
341000,1994,983,2418,138,8,5,"Ex","TA","RFn","CompShg","TA","Hip"
275000,1985,564,1742,594,12,5,"TA","TA","RFn","CompShg","TA","Gable"
143000,2004,420,848,186,5,5,"Ex","TA","RFn","CompShg","TA","Gable"
124500,1970,463,864,673,7,7,"Ex","TA","Unf","CompShg","Gd","Gable"
135000,1972,548,1470,941,5,6,"Ex","TA","Unf","CompShg","TA","Gable"
320000,2008,768,1698,464,2,5,"Ex","TA","Fin","CompShg","TA","Hip"
120500,1970,660,864,250,11,6,"TA","TA","Unf","CompShg","TA","Gable"
222000,2007,540,1680,72,12,9,"Ex","TA","Fin","CompShg","Gd","Hip"
194500,2007,632,1232,508,2,5,"Ex","TA","RFn","CompShg","TA","Gable"
110000,1958,888,1776,1584,7,5,"TA","TA","Unf","CompShg","TA","Gable"
187500,2003,438,1146,82,5,5,"Ex","TA","Fin","CompShg","TA","Gable"
222500,1999,541,2031,901,7,5,"Ex","TA","Fin","CompShg","TA","Gable"
108000,1968,300,948,948,5,5,"TA","TA","Unf","CompShg","TA","Gable"
163000,1970,320,1768,490,10,7,"Other","TA","Unf","CompShg","TA","Gable"
93500,1950,400,1040,0,7,4,"Gd",.,"Unf","CompShg","TA","Gable"
239900,2005,800,1801,893,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
190000,2004,572,1728,864,4,5,"Ex","TA","RFn","CompShg","TA","Gable"
132000,2002,360,1432,264,5,7,"Ex","Other","Unf","CompShg","Gd","Gable"
179000,2001,539,1349,1349,12,5,"Ex","TA","Unf","CompShg","TA","Gable"
180000,1993,462,1337,604,10,5,"Gd","TA","RFn","CompShg","TA","Gable"
299800,1996,831,2715,487,7,9,"Ex","Gd","Fin","CompShg","Gd","Hip"
265979,2003,864,2640,1240,5,7,"TA","Other","Unf","CompShg","TA","Other"
162000,2003,400,1320,660,8,5,"Ex","TA","Fin","CompShg","TA","Gable"
275500,2005,878,2098,1030,3,5,"Gd","TA","RFn","CompShg","TA","Gable"
172500,1999,440,1471,348,3,5,"Gd","TA","Unf","CompShg","TA","Gable"
212000,2007,578,1768,846,4,5,"Ex","TA","RFn","CompShg","TA","Gable"
158900,1978,440,1386,234,4,5,"TA","TA","Fin","CompShg","TA","Hip"
127500,1959,300,864,252,10,6,"Ex","TA","Unf","CompShg","TA","Hip"
1e+05,1950,440,1301,740,10,5,"TA","TA","Unf","CompShg","TA","Gable"
215200,2009,614,1547,732,6,5,"Ex","TA","Unf","CompShg","TA","Gable"
337000,1999,856,2365,89,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
270000,1996,481,1494,0,4,5,"Ex","Gd","Fin","CompShg","Gd","Hip"
264132,2008,592,1506,1498,8,5,"Ex","TA","Fin","CompShg","TA","Gable"
196500,1988,496,1714,586,3,5,"TA","TA","Unf","CompShg","TA","Gable"
160000,1985,423,1750,323,7,7,"Ex","TA","Unf","CompShg","TA","Gable"
216837,2005,484,1836,1836,10,5,"Ex","TA","Fin","CompShg","TA","Hip"
134900,1982,576,858,173,4,5,"TA","TA","Unf","CompShg","TA","Hip"
102000,1951,396,1220,0,4,5,"TA","Other","Unf","CompShg","TA","Gable"
395000,2006,895,1973,1935,7,5,"Gd","TA","Fin","CompShg","TA","Hip"
162000,1998,412,1204,338,6,5,"Ex","TA","Fin","CompShg","TA","Hip"
221500,2006,865,1614,1594,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
144000,1977,630,2020,0,10,5,"TA",.,"Unf","CompShg","TA","Gable"
135000,1977,504,1004,0,5,5,"TA","TA","Unf","CompShg","TA","Gable"
176000,1996,402,1253,1237,6,5,"Gd","Gd","Fin","CompShg","TA","Gable"
175900,1992,484,1603,374,7,5,"Ex","TA","RFn","CompShg","Gd","Gable"
187100,2002,605,1430,1413,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
165500,1978,602,1110,0,7,6,"Ex","TA","Fin","CompShg","Gd","Gable"
161500,1967,457,1342,491,9,5,"TA","TA","Unf","CompShg","TA","Gable"
139000,1950,416,1652,0,6,6,"TA","TA","Unf","CompShg","Gd","Gable"
233000,2004,618,2084,300,1,5,"Ex","TA","RFn","CompShg","TA","Gable"
107900,2000,281,901,901,8,7,"Ex","TA","Unf","CompShg","TA","Gable"
187500,2007,444,2087,264,7,8,"Gd","Other","Fin","CompShg","TA","Gable"
160200,2006,397,1145,1129,9,5,"Ex","TA","Fin","CompShg","TA","Gable"
146800,1976,539,1062,490,5,5,"TA","TA","RFn","CompShg","TA","Gable"
269790,1997,455,2013,255,6,5,"Ex","TA","Unf","CompShg","TA","Gable"
225000,2007,474,1496,1496,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
194500,1996,409,1895,712,10,5,"Ex","TA","Fin","CompShg","TA","Gable"
171000,1981,476,1564,650,4,6,"TA","TA","Unf","CompShg","TA","Gable"
110000,1953,240,773,203,4,5,"Gd","TA","Unf","CompShg","TA","Gable"
485000,2009,820,3140,1926,7,5,"Ex","TA","Fin","CompShg","TA","Hip"
175000,1950,240,1768,162,6,7,"Ex","TA","Unf","CompShg","TA","Gable"
109900,1990,440,1196,999,7,7,"Ex","TA","Unf","CompShg","TA","Gable"
189000,2005,410,1456,80,10,5,"Ex","TA","Fin","CompShg","TA","Gable"
582933,2009,1020,2822,1734,1,5,"Ex","TA","RFn","CompShg","TA","Hip"
118000,1954,286,1128,124,6,5,"TA","TA","Unf","CompShg","TA","Gable"
135500,1967,384,980,100,10,5,"Gd","TA","Fin","CompShg","TA","Gable"
223500,2004,528,1576,15,5,6,"Ex","TA","RFn","CompShg","TA","Gable"
159950,1966,484,1086,380,6,5,"TA","TA","RFn","CompShg","TA","Gable"
106000,1965,360,2138,849,11,5,"TA","TA","Unf","CompShg","TA","Hip"
181000,1999,484,1309,0,1,6,"Other","TA","RFn","CompShg","TA","Hip"
144500,2004,420,848,186,6,5,"Ex","TA","Fin","CompShg","TA","Gable"
55993,1952,504,1044,540,6,5,"TA","TA","Unf","CompShg","TA","Hip"
116000,1950,280,1250,686,7,7,"Gd","TA","Unf","CompShg","TA","Gable"
224900,1998,598,1661,1649,5,5,"Ex","TA","RFn","CompShg","TA","Gable"
155000,1971,440,1052,506,6,7,"Gd","TA","Unf","CompShg","TA","Gable"
183000,2003,595,1640,798,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
93000,1953,576,936,936,2,4,"TA","TA","Unf","CompShg","TA","Gable"
225000,2003,433,1733,847,10,5,"Ex","TA","Fin","CompShg","TA","Gable"
139500,1950,240,1489,778,7,7,"TA","TA","Unf","CompShg","TA","Gable"
385000,2008,1220,2084,442,6,5,"Ex","TA","Fin","CompShg","TA","Hip"
189000,2001,527,1434,1434,4,5,"Ex","TA","RFn","CompShg","TA","Gable"
185000,1967,538,2126,0,6,5,"TA","Gd","Fin","Other","TA","Other"
166000,1957,458,1392,352,6,5,"TA","TA","RFn","CompShg","TA","Gable"
151000,2005,480,1200,600,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
167000,1964,472,1516,975,2,6,"TA","TA","RFn","CompShg","TA","Gable"
139950,1961,456,1144,572,9,6,"Gd","TA","Unf","CompShg","TA","Gable"
128000,1995,436,1067,625,2,7,"TA","TA","Unf","CompShg","TA","Gable"
1e+05,1973,264,987,153,11,5,"TA","TA","Unf","CompShg","TA","Gable"
130500,1995,240,1200,416,5,6,"Ex","TA","Unf","CompShg","TA","Gable"
140000,1950,400,1482,516,3,8,"TA","TA","Unf","CompShg","TA","Gable"
157500,2002,686,1539,650,6,8,"Gd","TA","Unf","CompShg","TA","Gable"
174900,1966,490,1165,276,5,7,"TA","TA","RFn","CompShg","TA","Gable"
153900,1950,720,1416,876,6,8,"Gd","TA","Unf","CompShg","TA","Gable"
240000,1997,360,2358,907,9,8,"TA","TA","Unf","CompShg","TA","Gable"
187000,1994,512,1855,528,8,7,"Ex","TA","RFn","CompShg","Gd","Hip"
215000,2003,400,1456,1273,5,5,"Ex","TA","Fin","CompShg","TA","Gable"
158000,1964,645,1445,563,8,6,"TA","TA","RFn","CompShg","Gd","Gable"
170000,1974,454,1779,372,7,4,"TA","TA","Unf","CompShg","TA","Hip"
127000,2010,260,1040,381,4,8,"Ex","TA","Unf","CompShg","Gd","Gable"
174000,1995,343,1481,702,3,5,"Gd","TA","Fin","CompShg","TA","Gable"
152000,1976,479,1370,1090,6,5,"TA","TA","RFn","CompShg","TA","Gable"
250000,1984,619,2654,435,8,7,"TA","TA","Unf","CompShg","TA","Gable"
189950,1998,216,1426,912,6,8,"Gd","TA","Unf","CompShg","TA","Gable"
131500,1965,504,1039,198,4,4,"Ex","TA","Unf","CompShg","TA","Hip"
152000,1985,480,1097,702,5,5,"TA","TA","Unf","CompShg","TA","Hip"
132500,1959,672,1148,0,7,5,"TA","TA","Unf","CompShg","TA","Hip"
250580,2008,529,1372,1372,5,5,"Ex","TA","Fin","CompShg","TA","Gable"
148500,1970,902,1002,174,8,6,"TA","TA","Unf","CompShg","TA","Gable"
248900,2007,870,1646,1638,11,5,"Ex","TA","RFn","CompShg","TA","Gable"
169000,1950,672,2320,0,5,6,"Gd",.,"Unf","CompShg","TA","Gable"
200500,1998,523,1682,299,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
116000,1996,414,910,105,10,7,"Gd","TA","Unf","CompShg","TA","Gable"
133000,1950,288,1268,457,9,7,"Gd","TA","Unf","CompShg","TA","Gable"
66500,1950,200,1131,676,8,6,"Ex","TA","Unf","CompShg","TA","Gable"
303477,2007,550,2610,1120,8,5,"Ex","TA","Fin","CompShg","TA","Gable"
132250,1963,648,1040,431,1,5,"Gd","TA","Unf","CompShg","TA","Gable"
148000,1995,576,1155,210,6,7,"TA","TA","Unf","CompShg","TA","Gable"
136500,2005,336,864,218,7,8,"Ex","TA","Unf","CompShg","Gd","Gable"
157000,2006,450,1090,110,6,5,"Gd","Gd","Fin","CompShg","TA","Gable"
178000,1993,389,1593,808,12,5,"Gd","TA","RFn","CompShg","TA","Gable"
118500,1950,440,2230,795,3,5,"TA","Other","Unf","CompShg","TA","Gable"
1e+05,1967,288,892,460,7,5,"TA","TA","RFn","CompShg","TA","Gable"
328900,2000,506,1709,460,1,5,"Ex","TA","Fin","CompShg","TA","Gable"
135500,1955,300,1393,816,4,7,"TA","TA","Unf","CompShg","Gd","Gable"
268000,1970,621,2217,1043,10,6,"Ex","Gd","Unf","Other","Gd","Other"
149500,1953,505,1505,481,2,4,"Ex","TA","RFn","CompShg","TA","Hip"
165000,1954,354,1383,319,6,5,"TA","TA","Unf","CompShg","TA","Gable"
118858,1979,400,1535,0,6,5,"TA",.,"Unf","CompShg","TA","Gable"
140000,1963,483,1796,380,10,5,"TA","TA","RFn","CompShg","TA","Hip"
106500,1950,327,951,666,4,6,"Ex","TA","Unf","CompShg","TA","Gable"
142953,1979,528,2240,0,6,5,"TA",.,"Unf","CompShg","TA","Gable"
611657,2010,820,2364,142,3,5,"Ex","TA","Fin","CompShg","TA","Hip"
135000,1994,288,1236,447,6,7,"TA","TA","Unf","CompShg","TA","Gable"
110000,1971,684,858,536,6,6,"TA","TA","Unf","CompShg","TA","Gable"
153000,2000,756,1306,132,5,7,"TA","TA","Unf","CompShg","Gd","Hip"
180000,2003,393,1509,783,7,5,"Ex","TA","Fin","CompShg","TA","Gable"
240000,2006,690,1670,1670,8,5,"Ex","TA","RFn","CompShg","TA","Hip"
125500,1967,288,902,277,8,6,"TA","TA","Unf","CompShg","TA","Gable"
128000,1954,280,1063,412,2,5,"TA","TA","RFn","CompShg","TA","Gable"
255000,2006,865,1636,1560,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
131000,1983,484,902,239,6,5,"TA","TA","Unf","CompShg","TA","Gable"
154300,1960,480,2274,662,1,5,"TA","TA","Unf","CompShg","TA","Gable"
88000,1950,450,1015,279,7,7,"TA","TA","Unf","CompShg","TA","Gable"
145000,1950,871,2002,717,8,6,"TA","TA","Unf","CompShg","TA","Gable"
173733,2009,528,1224,318,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
75000,1970,286,1092,546,1,5,"Other","TA","Unf","CompShg","TA","Gable"
35311,1950,308,480,430,10,3,"TA","TA","Unf","CompShg","TA","Gable"
135000,1956,284,1229,75,4,6,"Ex","TA","RFn","CompShg","TA","Gable"
176500,2002,601,1414,245,5,8,"Ex","TA","Unf","CompShg","TA","Hip"
201000,1994,471,1721,114,7,5,"Ex","Gd","RFn","CompShg","Gd","Gable"
169990,2006,397,1316,1288,10,5,"Ex","TA","Fin","CompShg","TA","Gable"
193000,1994,533,1617,598,7,5,"Ex","TA","RFn","CompShg","TA","Gable"
207500,1980,612,1686,0,5,6,"TA","TA","Unf","CompShg","Gd","Gable"
175000,1977,540,1126,266,3,6,"TA","TA","RFn","CompShg","TA","Gable"
285000,2004,656,2374,1181,5,5,"Ex","TA","Fin","CompShg","TA","Hip"
176000,1968,486,1978,280,4,5,"Gd","TA","RFn","CompShg","TA","Gable"
236500,2001,522,1788,1753,6,5,"Ex","TA","RFn","CompShg","TA","Hip"
201000,2007,610,1466,1450,7,5,"Ex","TA","Fin","CompShg","TA","Gable"
117500,1965,429,925,121,7,6,"Ex","TA","Unf","CompShg","TA","Gable"
320000,2006,788,1905,1905,3,5,"Ex","Gd","Fin","CompShg","TA","Hip"
242000,2007,505,2069,160,11,7,"Ex","TA","RFn","Other","TA","Other"
79900,1953,528,747,600,6,5,"Gd","TA","Unf","CompShg","Gd","Gable"
253000,2005,689,1971,772,2,5,"Ex","TA","RFn","CompShg","TA","Gable"
239799,2006,868,1962,927,8,5,"Ex","Gd","RFn","CompShg","TA","Gable"
244400,1950,349,2403,1032,6,7,"Ex","TA","Unf","CompShg","Gd","Gable"
150900,1976,574,1728,396,7,5,"TA","TA","Unf","CompShg","TA","Gable"
214000,1999,390,2060,220,6,5,"Ex","TA","RFn","CompShg","TA","Gable"
143000,1967,576,1632,1632,6,4,"TA","TA","Unf","CompShg","TA","Gable"
137500,1958,525,1344,354,1,6,"Gd","TA","RFn","CompShg","TA","Gable"
192500,2002,474,1776,936,2,5,"Ex","TA","RFn","CompShg","TA","Gable"
129000,2002,720,864,317,7,8,"Gd","TA","RFn","CompShg","TA","Gable"
119900,1965,300,965,187,7,5,"Gd","TA","Unf","CompShg","TA","Gable"
133900,2003,396,768,108,4,8,"Gd","TA","Fin","CompShg","Gd","Gable"
172000,1969,530,1968,29,9,4,"Ex","TA","RFn","CompShg","TA","Gable"
124000,1980,462,1229,276,5,6,"TA","TA","Fin","CompShg","TA","Gable"
132000,1962,576,1057,640,4,5,"TA","TA","Fin","CompShg","TA","Hip"
185000,2003,531,1337,638,10,5,"Ex","TA","RFn","CompShg","TA","Gable"
155000,1999,484,1416,92,5,5,"Ex","TA","Unf","CompShg","TA","Hip"
272000,1995,619,2872,434,7,7,"TA","Gd","Fin","CompShg","Gd","Gable"
155000,1976,440,1548,248,7,6,"TA","TA","Unf","CompShg","TA","Gable"
178900,2007,393,1484,783,7,5,"Ex","TA","Fin","CompShg","TA","Gable"
160000,1950,256,1308,300,6,7,"Ex","Other","Unf","CompShg","Gd","Gable"
135000,1955,260,1098,196,7,7,"TA","TA","Unf","CompShg","TA","Hip"
140000,1958,264,1095,75,3,5,"TA","TA","RFn","CompShg","Other","Hip"
99500,1979,264,918,918,4,5,"TA","TA","Unf","CompShg","TA","Gable"
167500,1993,532,2019,728,10,8,"TA","TA","Unf","CompShg","Gd","Gable"
165000,2000,490,1382,32,4,5,"Ex","TA","Unf","CompShg","TA","Gable"
139000,1963,480,1121,470,6,6,"TA","TA","Unf","CompShg","TA","Gable"
178400,2007,588,999,77,7,9,"Gd","TA","RFn","CompShg","TA","Gable"
336000,1999,676,2612,371,7,5,"Ex","TA","Fin","CompShg","TA","Hip"
159895,2007,388,1266,1266,3,5,"Ex","TA","Fin","CompShg","TA","Gable"
